seed,E_B0,E_B1,B_A0,B_A1,I
42,-77.8208781541714,-74.61267962392049,-0.6474315247810409,2.56076700546987,3.208198530250911
43,-67.33738684769116,-78.93461792439581,8.227985303298112,-3.369245773406533,-11.597231076704645
44,-75.06820344895044,-82.61907152935805,8.971237967915556,1.4203698875079454,-7.550868080407611
45,-73.41917606526292,-79.73572328974959,-1.13798834665198,-7.454535571138649,-6.316547224486669
46,-71.73198985348435,-75.73373498573096,2.191410992624128,-1.8103341396224835,-4.0017451322466115
