seed,scale_D0,scale_D1,redraw_S0,redraw_S1,interaction
47,-71.20432399970068,-75.2430755593183,7.150864691858942,3.112113132241319,-4.038751559617623
48,-75.08428241610002,-70.06331096507674,-2.9642867836643063,2.0566846673589794,5.020971451023286
49,-70.25921172497556,-76.82324115184826,4.85236892721457,-1.7116604996581373,-6.5640294268727075
50,-72.76846965782698,-72.75284912238467,2.578843183038714,2.5944637184810233,0.015620535442309347
51,-63.162236996112824,-72.28036815973633,8.298343255389227,-0.8197879082342752,-9.118131163623502
