dose,factor_rel_ctor,target_rms,r,s_xav,rms_constructor
D_xavier,0.006292873153967275,0.006292357899939108,0.006292873153967275,0.006292357899939108,0.9999181210211043
D_mid1,0.03408521087144424,0.03408242000918264,0.006292873153967275,0.006292357899939108,0.9999181210211043
D_ctor,1.0,0.9999181210211043,0.006292873153967275,0.006292357899939108,0.9999181210211043
