dose,seed,epoch,train_loss,val_loss,val_ppl,embedding_rms_epoch_start,embedding_rms_epoch_end,embedding_grad_l2_mean,embedding_grad_l2_median,embedding_grad_l2_max,embedding_grad_rms_mean,embedding_grad_rms_median,embedding_grad_rms_max,embedding_relative_epoch_displacement
D_xavier,52,12,3.1445571611512384,6.239017828305562,512.3550431165265,0.03768603425673216,0.039121911995656074,1.0075065896206326,1.0143090355424151,1.094010856625852,0.00039723236889505905,0.0003999143877876676,0.0004313386420013747,0.18691104961498292
D_xavier,52,13,3.029021027566638,6.389376743634542,595.485323987583,0.039121911995656074,0.04047146441406368,1.035177847166951,1.039849079426852,1.1710183063616757,0.00040814239102163224,0.0004099841304954735,0.0004617005790807607,0.17852465231802997
D_xavier,52,14,2.9255696623034995,6.5361217578252155,689.6069225676109,0.04047146441406368,0.041753567632368156,1.0626301129157891,1.0696967996404123,1.1478626534294147,0.0004189660706553841,0.00042175227248947663,0.0004525709366919627,0.17121022170131026
D_xavier,52,15,2.8342145838827455,6.693944120407105,807.50086023852,0.041753567632368156,0.0429696502863663,1.0848681872077715,1.0919116013748016,1.1772574125181743,0.000427733936812959,0.0004305109629123435,0.00046416048846881436,0.16511684264853632
D_mid1,52,1,6.941066010738523,6.244419233004252,515.1299675521844,0.03411213466597505,0.035967072635529077,0.14825516699642372,0.16082648298981295,0.550964056696737,5.845296873849443e-05,6.340949575640971e-05,0.00021723010020220957,0.38340277465669675
D_mid1,52,2,5.824846828781311,5.828413367271423,339.81908303564234,0.035967072635529077,0.03789458655596425,0.3335675868766277,0.33369012967540035,0.5121577852603345,0.00013151660156535984,0.0001315649168486036,0.0002019298458024133,0.3156901557985876
D_mid1,52,3,5.3137575700802415,5.625285673141479,277.35150508275314,0.03789458655596425,0.03971788769341236,0.41631768992199986,0.41396773824966565,0.5761466187300338,0.00016414271021582602,0.00016321618836554044,0.00022715889756630414,0.26346261703018053
D_mid1,52,4,4.9380134652859144,5.5149685621261595,248.3821685174523,0.03971788769341236,0.041426112169623816,0.4727422620869575,0.46942693232614924,0.5858348322284122,0.00018638938005985752,0.00018508223595963875,0.00023097869590605602,0.22983183913321814
D_mid1,52,5,4.63846635000579,5.4770244042078655,239.13408129043262,0.041426112169623816,0.043033382447673886,0.5191190426740908,0.5188593598886334,0.644343937166344,0.00020467447973477888,0.00020457209389523082,0.0002540472401675637,0.20810023194774335
D_mid1,52,6,4.384586751358791,5.487228926022848,241.58682348619163,0.043033382447673886,0.044562052381216556,0.558736722066206,0.5587802315959144,0.6496552268556967,0.00022029465016064242,0.00022031180478149914,0.00025614133682849363,0.1930702466120972
D_mid1,52,7,4.161991067039006,5.547049578030904,256.47971509439304,0.044562052381216556,0.04601715156361764,0.6018939601823874,0.6033099909028157,0.6847367482825352,0.00023731037205117032,0.00023786867434248904,0.00026997302389078183,0.18161368114305437
D_mid1,52,8,3.9646128414016646,5.63300089041392,279.49960809062003,0.04601715156361764,0.0473872188210023,0.6462668511134815,0.6494814646238357,0.7021695978716619,0.0002548053926901099,0.00025607282711977543,0.00027684632100885586,0.17157386321976845
D_mid1,52,9,3.785091773518976,5.731408532460531,308.4033587321759,0.0473872188210023,0.0486765041844883,0.6878134854320913,0.6911212146103639,0.7636194351553465,0.00027118609743191456,0.00027249024482974276,0.0003010743158268404,0.16279360173747176
D_mid1,52,10,3.623887597798892,5.864642453193665,352.3561497664272,0.0486765041844883,0.049894244478091,0.7272634710904209,0.7303867170985995,0.8210266440883831,0.0002867401507923348,0.0002879715615079094,0.0003237084125474488,0.15480523498865617
D_mid1,52,11,3.478753443647617,5.980660025278727,395.7014549469986,0.049894244478091,0.05104614280738921,0.7649526869429828,0.7678146063219059,0.8837553422513369,0.0003015999806427259,0.00030272835739597804,0.0003484406273296428,0.14837284147178326
D_mid1,52,12,3.346960644779238,6.129272643725077,459.1021084077728,0.05104614280738921,0.05213464418966925,0.798529483090846,0.8023690481020679,0.8910359447006573,0.0003148383955683736,0.00031635223132949603,0.00035131117029950636,0.14279276325743928
D_mid1,52,13,3.2276417779677113,6.272615257898966,529.8612913711733,0.05213464418966925,0.053169101157512715,0.8293586272453498,0.8333853866384141,0.9355794392587704,0.00032699348625429364,0.0003285811276545148,0.0003688734552954249,0.1381449495066172
D_mid1,52,14,3.121604794703462,6.406004770596822,605.4698514546158,0.053169101157512715,0.05415950043547281,0.8619743910963731,0.8664098745957909,0.9623799522944366,0.00033985299235711946,0.0003416017825246678,0.000379440166610702,0.1341506481492219
D_mid1,52,15,3.02616399107421,6.553651181856791,701.8019079916411,0.05415950043547281,0.055108091909565456,0.8870515366920444,0.8907485289388902,0.999324994853315,0.00034974022689505507,0.00035119785010380666,0.0003940065892284618,0.13044432716543955
D_mid2,52,1,7.0215622532224575,6.38033234278361,590.1237984578365,0.1846942606047101,0.18447521046535156,0.0420861740635682,0.04697064866759049,0.11557703726211614,1.659343054748257e-05,1.851924566149996e-05,4.556887346889736e-05,0.10404417073465562
D_mid2,52,2,6.005411157068217,6.0001487016677855,403.4887884877275,0.18447521046535156,0.1843475899394052,0.10269316429558895,0.10184209359536156,0.16040168594856966,4.048911376135668e-05,4.015355979691482e-05,6.324200986923926e-05,0.08361870084654258
D_mid2,52,3,5.550494926871403,5.792700886726379,327.8974433329346,0.1843475899394052,0.18422323765797508,0.12851179845068947,0.12762605257331908,0.18948570127891007,5.066869701443224e-05,5.0319471573396317e-05,7.47090438575743e-05,0.06713398269211567
D_mid2,52,4,5.210976742144106,5.6478071769078575,283.6687479373707,0.18422323765797508,0.18412549920115692,0.14780539589717748,0.14604602246301032,0.2114853370302854,5.8275636261412176e-05,5.7581963302619506e-05,8.338290020191627e-05,0.05965400147029334
D_mid2,52,5,4.946166295334569,5.571339305241903,262.78581407923554,0.18412549920115692,0.18403974607049578,0.16151459542388646,0.15978955463816302,0.22188677649275587,6.368079972113721e-05,6.300066318921483e-05,8.748390408631913e-05,0.054759732921221764
D_mid2,52,6,4.727386405905565,5.534531927108764,253.28920207677626,0.18403974607049578,0.1839657110128573,0.17421639037629816,0.17305808511967388,0.21603966253763798,6.868877103382675e-05,6.823208286351343e-05,8.517854653181876e-05,0.0512833659023912
D_mid2,52,7,4.540218086635269,5.530295348167419,252.21839226396693,0.1839657110128573,0.18390127960897482,0.18556966173677578,0.18455223340429383,0.2541200717824276,7.316505627472935e-05,7.276391203323617e-05,0.00010019261326710129,0.048866597526631736
D_mid2,52,8,4.378250970235206,5.538473065694173,254.289419627678,0.18390127960897482,0.18384289508540164,0.19639783898859628,0.19468272168488276,0.3099913520024124,7.743431123034792e-05,7.675808725672254e-05,0.00012222113518807565,0.04703181786840254
D_mid2,52,9,4.234344330700961,5.5783726612726845,264.64059529177194,0.18384289508540164,0.18378925255996287,0.20805243251779487,0.20554138337192399,0.32270614012410004,8.20293995839197e-05,8.103936139369625e-05,0.0001272342293530265,0.045600980387190536
D_mid2,52,10,4.107936046953676,5.618760355313619,275.5475903214809,0.18378925255996287,0.1837383100936515,0.21676767959467486,0.2146905665590077,0.28192037818995846,8.546558380099599e-05,8.464663478356915e-05,0.00011115351583988762,0.04443167568108754
D_mid2,52,11,3.995152703689261,5.672303811709086,290.7034896256801,0.1837383100936515,0.18368983080359844,0.22699931094611955,0.2243153804814866,0.37055261938786016,8.949963697867864e-05,8.844143639974525e-05,0.00014609879113062078,0.0434944489967237
D_mid2,52,12,3.8926556662466267,5.733562175432841,309.06826518690673,0.18368983080359844,0.18363891512004035,0.23589038303100646,0.23318448558635468,0.32156854650435257,9.300514420084603e-05,9.193828264083297e-05,0.000126785707216231,0.042814249573066385
D_mid2,52,13,3.799648282049451,5.798734370867411,329.8817875923197,0.18363891512004035,0.18358800932448366,0.24404438663556813,0.24077570068783247,0.36679702232060357,9.622004542450801e-05,9.493129170758994e-05,0.00014461806163960732,0.04226964857566923
D_mid2,52,14,3.714277817904438,5.865414881706238,352.6284248460671,0.18358800932448366,0.1835341919076389,0.25506931636483265,0.25196894594192437,0.4367562477834656,0.00010056687451562727,9.934448301940114e-05,0.00017220107612603397,0.04181138540027625
D_mid2,52,15,3.6355181885419947,5.947794739405314,382.90799538853395,0.1835341919076389,0.18347663351786703,0.26358939451694047,0.26088460580224554,0.3622265332357317,0.00010392610894883053,0.00010285968453079922,0.00014281604245194494,0.04145360816041275
D_ctor,52,1,7.027660071338634,6.4039395173390705,604.2206932294755,0.9999952412429428,0.9968095595056522,0.00646658426839239,0.006478090378393655,0.01936812699036819,2.5495978031868414e-06,2.5541343485351854e-06,7.63632421336446e-06,0.0233534685766843
D_ctor,52,2,6.012422858544116,6.084388812383016,438.9514489810813,0.9968095595056522,0.9940222515272356,0.01702779388888976,0.016800298835302437,0.02815594179417235,6.713594703224132e-06,6.623899608443237e-06,1.1101119905907398e-05,0.02418702156425868
D_ctor,52,3,5.609058466824618,5.932932408650716,377.2591714372733,0.9940222515272356,0.9911806151967489,0.024619360708988517,0.023913045020508904,0.046147745489017386,9.70674244304037e-06,9.42826143158798e-06,1.819479738258701e-05,0.0189695472522757
D_ctor,52,4,5.330085423961921,5.832955439885457,341.3660766053947,0.9911806151967489,0.9883282651316266,0.03385955765104345,0.03219978528290349,0.08952238925068488,1.3349900074129864e-05,1.2695497099087231e-05,3.5296236389466563e-05,0.01631687841073486
D_ctor,52,5,5.117147018733605,5.776357165972391,322.58193499656414,0.9883282651316266,0.985484332519156,0.03952827987237506,0.0379983450816841,0.0754287390316274,1.55849226335709e-05,1.4981711074041575e-05,2.9739494507507643e-05,0.014697692488746254
D_ctor,52,6,4.946438979938959,5.746488189697265,313.0892174490211,0.985484332519156,0.9826585371433129,0.04274187290154579,0.041355319211042615,0.09122345288566369,1.685195471533903e-05,1.630527441294403e-05,3.5966919384818786e-05,0.013540708635179767
D_ctor,52,7,4.806034357224688,5.734915828704834,309.48691974797663,0.9826585371433129,0.9798509570072655,0.04591726388901184,0.04500998234229086,0.06785704304595207,1.8103924774010427e-05,1.774620840592746e-05,2.675418129573445e-05,0.012739289147345486
D_ctor,52,8,4.6877525388478825,5.7391786257425945,310.80901558377894,0.9798509570072655,0.9770609691074078,0.049665611717571834,0.04830685165904691,0.07484291582454426,1.958179608792629e-05,1.9046074056558656e-05,2.9508520395079292e-05,0.01211991068711829
D_ctor,52,9,4.584244999632009,5.752500096956889,314.9771501401415,0.9770609691074078,0.9742840118404138,0.05312881666248967,0.051860294469872004,0.08772407213076892,2.0947243339995186e-05,2.0447099637948323e-05,3.4587208997558645e-05,0.011616056702002697
D_ctor,52,10,4.493686476457181,5.7735913356145225,321.6909607975768,0.9742840118404138,0.9715200116924869,0.053417370580849985,0.05237957264300814,0.08924876974452085,2.1061012279796738e-05,2.065183685848406e-05,3.5188355681063096e-05,0.011205625381708797
D_ctor,52,11,4.414164462997411,5.793368093172709,328.11629162123694,0.9715200116924869,0.9687715199650475,0.05696292856106169,0.05607433864440517,0.07730214287769194,2.2458929087531567e-05,2.21085823193753e-05,3.047812654757156e-05,0.010882150094324746
D_ctor,52,12,4.343088128758949,5.821938665707906,337.6259634464292,0.9687715199650475,0.9660355596394471,0.058315352235260264,0.05722342715895443,0.08205087875048697,2.2992152855382004e-05,2.256163657967188e-05,3.23504235820928e-05,0.010624961860946825
D_ctor,52,13,4.277625521501178,5.84833304087321,346.65603713034454,0.9660355596394471,0.9633090920743722,0.0592888033055457,0.05833242312406411,0.08301995563434798,2.3375958061855658e-05,2.2998883441234795e-05,3.273250416616372e-05,0.010394505455286697
D_ctor,52,14,4.21865204308904,5.873437905311585,355.4689505882854,0.9633090920743722,0.9605960777718581,0.06171076301849773,0.06059470973241836,0.09067489996041997,2.4330870718562544e-05,2.3890841347827257e-05,3.575063992798573e-05,0.010204897917227049
D_ctor,52,15,4.165062993918234,5.912411292394002,369.5962865093998,0.9605960777718581,0.9578969055571234,0.06335266653090317,0.06214402176352682,0.08665748760038842,2.497822849115589e-05,2.45016928247457e-05,3.416668380795229e-05,0.010048277854182452
D_below,53,1,6.8752369856139195,6.145533180236816,466.6283797780799,0.003150172745132236,0.011472474718277482,0.33325473426034596,0.3531273335434398,1.008851306430302,0.0001313932523117064,0.000139228476190786,0.00039776255405642765,3.5137103483350964
D_below,53,2,5.660637271547399,5.704156343142191,300.112181515057,0.011472474718277482,0.016137669131978335,0.5566718304345784,0.5570559243831127,0.737110994744502,0.00021948051970949387,0.00021963195747737188,0.0002906227607813511,0.8829078336676829
D_below,53,3,5.115393552731077,5.51158439318339,247.54302200446887,0.016137669131978335,0.019690537959909233,0.6300328771762389,0.6310998105756043,0.7958865077491192,0.00024840477954265675,0.00024882544228178855,0.0003137963424773653,0.5454468008723884
D_below,53,4,4.73330361315562,5.436614425977071,229.66332357837126,0.019690537959909233,0.02271160419939137,0.6833391511260771,0.6848884556359621,0.8136458843163569,0.00026942198945096755,0.0002700328379624727,0.00032079838027699854,0.41435642379094545
D_below,53,5,4.431325808601969,5.437261247634888,229.8119228434986,0.02271160419939137,0.025390860097763732,0.7390098758546767,0.7403688096465901,0.8536543308632876,0.0002913714378117701,0.0002919072283414743,0.0003365726195339674,0.34751915415988827
D_below,53,6,4.176610769988333,5.482087087631226,240.34781121251973,0.025390860097763732,0.027781736610784164,0.7895998977660118,0.7923468224138337,0.9085254416191985,0.00031131770362613026,0.00031240074109335054,0.00035820680191453225,0.3039837231341159
D_below,53,7,3.955681250393902,5.554257527987162,258.3350867256143,0.027781736610784164,0.029938479386657047,0.8377572499460562,0.8410436231500147,0.9451107612473403,0.0003303048341156645,0.00033160056143529754,0.0003726313955920206,0.2722281240023421
D_below,53,8,3.758939772077531,5.666656851768494,289.0665249521212,0.029938479386657047,0.031900107454589204,0.8800642693544682,0.8849390263253369,0.9631330069081782,0.000346985337959139,0.00034890732167544894,0.0003797370755055972,0.24771444621643018
D_below,53,9,3.584337420978841,5.789298009872437,326.78354501682054,0.031900107454589204,0.03369724791620272,0.92146732685112,0.9262353709352831,1.0429332837068415,0.0003633094342760535,0.0003651893440116924,0.0004112001481224726,0.22810528551737594
D_below,53,10,3.4264746137589572,5.929885570208231,376.11147300467246,0.03369724791620272,0.0353523576242335,0.9561450491199223,0.9600202564459177,1.0316174441843544,0.00037698191434380984,0.0003785098028975158,0.0004067386212343493,0.21209080088183296
D_below,53,11,3.285611479400975,6.066249044736226,431.0607557283983,0.0353523576242335,0.03690100360210666,0.9894722390527366,0.9969406553210773,1.0787442023954126,0.00039012191634678665,0.00039306650918293325,0.00042531941663100494,0.19985619335346275
D_below,53,12,3.159607485677938,6.222075120608012,503.7474849573896,0.03690100360210666,0.0383464632560675,1.02020260854346,1.026571710540028,1.1118352258234971,0.0004022380628768227,0.00040474922607902435,0.0004383663046225262,0.18978358764923098
D_below,53,13,3.0468215848324025,6.371900486946106,585.1688786041993,0.0383464632560675,0.039715722596551324,1.0499400705940514,1.055059377272602,1.158104851645714,0.0004139627330844203,0.00041598113608046103,0.00045660915609625,0.18148444662914137
D_below,53,14,2.9460450858644514,6.518551786740621,677.5963703794422,0.039715722596551324,0.041012480052026845,1.0731155672890844,1.0799491285992233,1.1849318755478777,0.00042310019932764763,0.0004257944861692238,0.0004671863199231124,0.1742914300319042
D_below,53,15,2.854512306674676,6.662935884793599,782.8459119962091,0.041012480052026845,0.04224186408592767,1.0949096545108226,1.102587603214631,1.2030687850685904,0.0004316930134930184,0.00043472021925354553,0.00047433720866922065,0.1679297086489161
D_xavier,53,1,6.866567246091918,6.151109329859415,469.2376374866697,0.006300345490264472,0.012794002304295936,0.3151801119080287,0.33121201554070717,0.7563575556820235,0.00012426692169723562,0.00013058786403499656,0.00029821115481574995,1.787639854620746
D_xavier,53,2,5.673764570704046,5.717890477180481,304.2623970139912,0.012794002304295936,0.01725316637691213,0.5417718164676106,0.5400850992970263,0.6818006527718526,0.00021360585059502512,0.0002129408240192888,0.0002688154015119052,0.8088890029299323
D_xavier,53,3,5.13182077440553,5.527508203188578,251.51640176747296,0.01725316637691213,0.020709639211610335,0.6102651236736325,0.6107386904138561,0.732161490708084,0.00024061089349519107,0.00024079760794449288,0.0002886713063357952,0.5211391179008026
D_xavier,53,4,4.748649383695416,5.447531692186991,232.18435556981092,0.020709639211610335,0.023664847465779335,0.6630896534447468,0.6635234222107157,0.7493273802833853,0.00026143816481323626,0.0002616091880067653,0.00029543934840165956,0.4001983511690969
D_xavier,53,5,4.446970102921972,5.452044057846069,233.23442364628207,0.023664847465779335,0.026287331065978643,0.7204530956348026,0.7230280340494929,0.8234198218906217,0.0002840550055008101,0.00028507023348717134,0.000324651977281778,0.3378774746697531
D_xavier,53,6,4.19160650034098,5.494860609372457,243.43759087703452,0.026287331065978643,0.028642454080441616,0.7744721944775658,0.7779551346858844,0.916063326847828,0.0003053532628223498,0.00030672649115050514,0.00036117878446697893,0.29719213617409646
D_xavier,53,7,3.9689566692398097,5.572621154785156,263.12288194397655,0.028642454080441616,0.030767636711985364,0.8223793249009842,0.8259549950147516,0.9084947308611954,0.000324241737697958,0.0003256515268986559,0.00035819469350027695,0.26648957196307743
D_xavier,53,8,3.7706327916827456,5.684638913472494,294.31155392478337,0.030767636711985364,0.032699597736003824,0.8671720827890903,0.8719451750804248,0.9772569642659783,0.00034190230042632194,0.00034378420053236044,0.00038530576666574566,0.2431989808438435
D_xavier,53,9,3.593907705915526,5.807483863830567,332.7807497020064,0.032699597736003824,0.03447223836131449,0.9122271004419866,0.9162870476036111,1.008256693548513,0.0003596662650268987,0.0003612669914590783,0.0003975281144149982,0.2242597019909131
D_xavier,53,10,3.434328621901942,5.948877922693888,383.3229796416296,0.03447223836131449,0.036106393469056676,0.948796023579422,0.9544383107577584,1.0355177876009771,0.0003740843940153102,0.00037630899395830477,0.00040827642026301146,0.20886794668824438
D_xavier,53,11,3.2923064522227947,6.08901325861613,440.9860571980689,0.036106393469056676,0.037628186975967086,0.9833934954931717,0.9883941353297659,1.0935466835064138,0.0003877252335568698,0.00038969684945372397,0.0004311556312005409,0.1965302521836234
D_xavier,53,12,3.1651118590942176,6.243748744328816,514.7846945063317,0.037628186975967086,0.039054219884258064,1.0157886944653343,1.0191482733087587,1.121609761506578,0.0004004977769437914,0.00040182236725040736,0.00044222013744529864,0.18693196241659743
D_xavier,53,13,3.0516406238385785,6.394259889920552,598.4002772150186,0.039054219884258064,0.04039782973674763,1.0438946976361563,1.0508905097061803,1.1405031296090313,0.0004115792074125703,0.00041433746530343605,0.00044966927717804205,0.17857451924304013
D_xavier,53,14,2.9502024756901055,6.549877818425497,699.1587442808301,0.04039782973674763,0.04167240895722622,1.067196927916466,1.0730574566052766,1.1728798738131985,0.00042076664125185776,0.000423077287869971,0.0004624345443532904,0.1713038111911491
D_xavier,53,15,2.8585335140980743,6.705624548594157,816.9881157872396,0.04167240895722622,0.042886391572134606,1.0931531032724182,1.0993427473506305,1.2078769319183402,0.00043100045324904064,0.00043344086108868695,0.0004762329298315414,0.16517984783657558
D_mid1,53,1,6.948334603939417,6.2638638337453205,525.244481763103,0.03411407566180256,0.03597798966748585,0.15515241157304863,0.1667845644048811,0.46809068206700605,6.1172364155107e-05,6.575860475376953e-05,0.00018455538892822034,0.3825623447243531
D_mid1,53,2,5.850809501333875,5.847266618410746,346.28655239402775,0.03597798966748585,0.037899257602483506,0.3441243936057671,0.3432002207654023,0.5078316345519585,0.000135678862525422,0.00013531448638095945,0.00020022416257235888,0.31618742784790543
D_mid1,53,3,5.338358796481203,5.627197535832723,277.882270291109,0.037899257602483506,0.0397227545974696,0.42201139134591953,0.4216032756664985,0.5790501771099186,0.00016638758139354848,0.0001662266725123662,0.00022830369144194625,0.26596940506298333
D_mid1,53,4,4.956238553618076,5.519730957349141,249.56788375151567,0.0397227545974696,0.04144411072625571,0.4724917795395151,0.4702394503184499,0.5924761299995208,0.00018629062162322548,0.0001854025896428568,0.00023359717847811374,0.2323129822385169
D_mid1,53,5,4.653788453718811,5.482997894287109,240.56682132149132,0.04144411072625571,0.04308257134404446,0.5190904155187884,0.5184973832807332,0.6232563700024764,0.00020466319282823887,0.0002044293763915221,0.00024573298759092204,0.21034113446798475
D_mid1,53,6,4.398076628330028,5.493022664388021,242.990576897246,0.04308257134404446,0.04463614103818908,0.5619821709375364,0.5630157334992778,0.6636025353383613,0.00022157424213211713,0.00022198174766015178,0.0002616403801552129,0.1949812119768324
D_mid1,53,7,4.172948964055161,5.541351238886516,255.0223628811907,0.04463614103818908,0.04611223561406344,0.6077508247992499,0.6083570332535965,0.7249339645689268,0.00023961957402565069,0.00023985858548507448,0.0002858216899073911,0.18305502274756938
D_mid1,53,8,3.9713489232300487,5.633019463221232,279.5047992311916,0.04611223561406344,0.047490895757049616,0.6493721856263173,0.6501017783233538,0.7812840240431582,0.00025602974139160063,0.0002563173998926546,0.00030803898142977703,0.17253039684242094
D_mid1,53,9,3.7906686302728145,5.737242674827575,310.2078866514645,0.047490895757049616,0.04879484577050983,0.6948440623820639,0.6967774556893462,0.8675364453245632,0.00027395806216674396,0.0002747203464151743,0.0003420459586361973,0.1635232526052943
